"","country","region","year","income","Life_Expectancy","Population_size"
"32089","Gabon","Africa","1974",18400,54.4,637000
"32090","Gambia","Africa","1974",1960,56.5,506000
"32091","Georgia","Asia","1974",6190,66.4,4850000
"32092","Germany","Europe","1974",23600,71.3,78900000
"32093","Ghana","Africa","1974",2560,56.5,9600000
"32094","Greece","Europe","1974",14600,74.4,8910000
"32095","Grenada","Americas","1974",3500,69,93200
"32096","Guatemala","Americas","1974",5290,55.1,6270000
"32097","Guinea","Africa","1974",1050,45.9,4350000
"32098","Guinea-Bissau","Africa","1974",1830,44.6,769000
"32099","Guyana","Americas","1974",3760,61.5,738000
"32100","Haiti","Americas","1974",2330,47.8,5050000
"32101","Honduras","Americas","1974",3070,54.5,3060000
"32102","Hungary","Europe","1974",14900,69.3,10500000
"32103","Iceland","Europe","1974",19400,74.7,216000
"32104","India","Asia","1974",1130,51,607000000
"32105","Indonesia","Asia","1974",2720,56,127000000
"32106","Iran","Asia","1974",15100,63.3,31800000
"32107","Iraq","Asia","1974",9710,60.6,11300000
"32108","Ireland","Europe","1974",13000,71.4,3130000
"32109","Israel","Asia","1974",15200,71.3,3240000
"32110","Italy","Europe","1974",19300,72.6,55000000
"32111","Jamaica","Americas","1974",7850,70.6,2000000
"32112","Japan","Asia","1974",16700,73.8,111000000
"32113","Jordan","Asia","1974",4290,64.4,2000000
"32114","Kazakhstan","Asia","1974",13300,64.7,13900000
"32115","Kenya","Africa","1974",2090,59.5,13000000
"32116","Kiribati","Oceania","1974",7100,57,54400
"32117","Kuwait","Asia","1974",114000,70,965000
"32118","Kyrgyz Republic","Asia","1974",3570,61.5,3230000
"32119","Lao","Asia","1974",1380,45.2,2990000
"32120","Latvia","Europe","1974",8850,69.6,2450000
"32121","Lebanon","Asia","1974",15000,67.9,2540000
"32122","Lesotho","Africa","1974",1030,56.8,1120000
"32123","Liberia","Africa","1974",2260,49.4,1580000
"32124","Libya","Africa","1974",40300,68.5,2540000
"32125","Lithuania","Europe","1974",14200,71.1,3270000
"32126","Luxembourg","Europe","1974",35300,71,351000
"32127","Macedonia, FYR","Europe","1974",8150,68.6,1780000
"32128","Madagascar","Africa","1974",2330,52.8,7350000
"32129","Malawi","Africa","1974",823,45.9,5140000
"32130","Malaysia","Asia","1974",5410,66.5,11900000
"32131","Maldives","Asia","1974",1440,43.3,132000
"32132","Mali","Africa","1974",898,41.2,6370000
"32133","Malta","Europe","1974",5970,70.6,322000
"32134","Marshall Islands","Oceania","1974",2520,62.3,24500
"32135","Mauritania","Africa","1974",2990,55.3,1290000
"32136","Mauritius","Africa","1974",4080,62.7,878000
"32137","Mexico","Americas","1974",10000,64.2,59100000
"32138","Micronesia, Fed. Sts.","Oceania","1974",2740,60.5,62500
"32139","Moldova","Europe","1974",5780,63.7,3800000
"32140","Mongolia","Asia","1974",1890,57.4,1440000
"32141","Montenegro","Europe","1974",13600,73.1,547000
"32142","Morocco","Africa","1974",2620,57.4,17400000
"32143","Mozambique","Africa","1974",586,48.9,10100000
"32144","Myanmar","Asia","1974",799,51.9,29000000
"32145","Namibia","Africa","1974",6180,59,881000
"32146","Nepal","Asia","1974",993,50.3,13000000
"32147","Netherlands","Europe","1974",22600,74.5,13600000
"32148","New Zealand","Oceania","1974",22200,72.1,3040000
"32149","Nicaragua","Americas","1974",6880,63.6,2710000
"32150","Niger","Africa","1974",1120,43.4,5040000
"32151","Nigeria","Africa","1974",4390,52.1,61700000
"32152","North Korea","Asia","1974",1780,69.5,16000000
"32153","Norway","Europe","1974",26000,74.7,3990000
"32154","Oman","Asia","1974",18300,55.1,842000
"32155","Pakistan","Asia","1974",1830,58.2,64900000
"32156","Palestine","Asia","1974",1560,67,1280000
"32157","Panama","Americas","1974",7300,71,1700000
"32158","Papua New Guinea","Oceania","1974",1930,54.9,2800000
"32159","Paraguay","Americas","1974",4000,70.3,2720000
"32160","Peru","Americas","1974",7220,61.2,14800000
"32161","Philippines","Asia","1974",3520,63.6,40100000
"32162","Poland","Europe","1974",11200,71.2,33700000
"32163","Portugal","Europe","1974",13100,69.1,9090000
"32164","Qatar","Asia","1974",158000,68.1,154000
"32165","Romania","Europe","1974",12200,69.9,21500000
"32166","Russia","Europe","1974",17500,68.3,133000000
"32167","Rwanda","Africa","1974",681,47.2,4230000
"32168","Samoa","Oceania","1974",3430,65.1,150000
"32169","Sao Tome and Principe","Africa","1974",2220,61,80700
"32170","Saudi Arabia","Asia","1974",103000,68,7060000
"32171","Senegal","Africa","1974",1890,48.9,4800000
"32172","Serbia","Europe","1974",13400,71,8420000
"32173","Seychelles","Africa","1974",8200,67.6,58100
"32174","Sierra Leone","Africa","1974",1520,47,2930000
"32175","Singapore","Asia","1974",14500,69.9,2230000
"32176","Slovak Republic","Europe","1974",12500,70.3,4710000
"32177","Slovenia","Europe","1974",16400,69.1,1730000
"32178","Solomon Islands","Oceania","1974",1090,56.2,186000
"32179","Somalia","Africa","1974",1070,47.6,3630000
"32180","South Africa","Africa","1974",10800,58.5,25500000
"32181","South Korea","Asia","1974",3570,63.7,34800000
"32182","South Sudan","Africa","1974",2100,50.1,4020000
"32183","Spain","Europe","1974",15700,73.1,35600000
"32184","Sri Lanka","Asia","1974",2230,64.4,13500000
"32185","St. Lucia","Americas","1974",4010,66.7,109000
"32186","St. Vincent and the Grenadines","Americas","1974",3000,66.3,94600
"32187","Sudan","Africa","1974",1900,53.5,11700000
"32188","Suriname","Americas","1974",10500,65,365000
"32189","Swaziland","Africa","1974",5200,54.1,502000
"32190","Sweden","Europe","1974",25100,75,8170000
"32191","Switzerland","Europe","1974",40600,74.4,6340000
"32192","Syria","Asia","1974",3520,66.7,7280000
"32193","Tajikistan","Asia","1974",5060,58.1,3300000
"32194","Tanzania","Africa","1974",1470,53.8,15500000
"32195","Thailand","Asia","1974",2710,64.4,41300000
"32196","Timor-Leste","Asia","1974",756,46.7,664000
"32197","Togo","Africa","1974",1890,53.7,2360000
"32198","Tonga","Oceania","1974",1850,65.9,87600
"32199","Trinidad and Tobago","Americas","1974",11800,66.3,997000
"32200","Tunisia","Africa","1974",3900,61.3,5530000
"32201","Turkey","Asia","1974",8420,59.6,38400000
"32202","Turkmenistan","Asia","1974",10900,58.2,2460000
"32203","Uganda","Africa","1974",1040,51.2,10500000
"32204","Ukraine","Europe","1974",8730,69.4,48500000
"32205","United Arab Emirates","Asia","1974",145000,67.8,471000
"32206","United Kingdom","Europe","1974",19000,72.3,56200000
"32207","United States","Americas","1974",26300,72,217000000
"32208","Uruguay","Americas","1974",7830,68.6,2820000
"32209","Uzbekistan","Asia","1974",3660,64.9,13500000
"32210","Vanuatu","Oceania","1974",2270,58.4,96800
"32211","Venezuela","Americas","1974",17000,67.5,13000000
"32212","Vietnam","Asia","1974",1130,53.6,47700000
"32213","Yemen","Asia","1974",2490,47.6,6660000
"32214","Zambia","Africa","1974",3750,57.4,4790000
"32215","Zimbabwe","Africa","1974",2790,58.8,5920000
"32216","Afghanistan","Asia","1975",1210,46.3,12600000
"32217","Albania","Europe","1975",4330,70.3,2410000
"32218","Algeria","Africa","1975",8200,59.5,16700000
"32219","Andorra","Europe","1975",34100,77.4,30700
"32220","Angola","Africa","1975",5620,49.5,7680000
"32221","Antigua and Barbuda","Americas","1975",6230,68.4,71600
"32222","Argentina","Americas","1975",12800,67.3,26100000
"32223","Armenia","Asia","1975",3820,68,2830000
"32224","Australia","Oceania","1975",21700,72.7,13800000
"32225","Austria","Europe","1975",21500,71.2,7640000
"32226","Azerbaijan","Asia","1975",7990,64.3,5670000
"32227","Bahamas","Americas","1975",14300,66.8,189000
"32228","Bahrain","Asia","1975",33700,67.8,267000
"32229","Bangladesh","Asia","1975",1050,52.4,71300000
"32230","Barbados","Americas","1975",10400,71,246000
"32231","Belarus","Europe","1975",6290,71.2,9320000
"32232","Belgium","Europe","1975",22100,72,9770000
"32233","Belize","Americas","1975",3320,68.2,133000
"32234","Benin","Africa","1975",1210,49.6,3270000
"32235","Bhutan","Asia","1975",955,51.2,350000
"32236","Bolivia","Americas","1975",4230,53.4,5010000
"32237","Bosnia and Herzegovina","Europe","1975",2900,68.1,3990000
"32238","Botswana","Africa","1975",2980,59.5,826000
"32239","Brazil","Americas","1975",8610,63.6,108000000
"32240","Brunei","Asia","1975",96800,69.2,162000
"32241","Bulgaria","Europe","1975",9710,71.3,8740000
"32242","Burkina Faso","Africa","1975",703,46.1,6150000
"32243","Burundi","Africa","1975",802,45.2,3670000
"32244","Cambodia","Asia","1975",1110,24.8,7520000
"32245","Cameroon","Africa","1975",2400,53.6,7460000
"32246","Canada","Americas","1975",23700,73.7,23200000
"32247","Cape Verde","Africa","1975",787,61.6,272000
"32248","Central African Republic","Africa","1975",1170,48.4,2020000
"32249","Chad","Africa","1975",1440,51.2,4090000
"32250","Chile","Americas","1975",5950,67.2,10400000
"32251","China","Asia","1975",924,63.3,921000000
"32252","Colombia","Americas","1975",5090,66.4,24800000
"32253","Comoros","Africa","1975",1580,52.9,257000
"32254","Congo, Dem. Rep.","Africa","1975",2050,51.6,22900000
"32255","Congo, Rep.","Africa","1975",3710,51,1590000
"32256","Costa Rica","Americas","1975",7060,71.8,2100000
"32257","Cote d'Ivoire","Africa","1975",4120,53.6,6610000
"32258","Croatia","Europe","1975",15200,69.3,4500000
"32259","Cuba","Americas","1975",11500,73.5,9440000
"32260","Cyprus","Asia","1975",8430,71.2,650000
"32261","Czech Republic","Europe","1975",17300,70.5,10100000
"32262","Denmark","Europe","1975",24100,74.1,5060000
"32263","Djibouti","Africa","1975",4410,60.8,224000
"32264","Dominica","Americas","1975",3550,70.3,72100
"32265","Dominican Republic","Americas","1975",4400,67.1,5150000
"32266","Ecuador","Americas","1975",6840,65.3,6990000
"32267","Egypt","Africa","1975",3150,54.8,39200000
"32268","El Salvador","Americas","1975",5520,61.9,4150000
"32269","Equatorial Guinea","Africa","1975",1140,46,260000
"32270","Eritrea","Africa","1975",1020,47.1,2080000
"32271","Estonia","Europe","1975",11600,69.9,1420000
"32272","Ethiopia","Africa","1975",728,43.6,32600000
"32273","Fiji","Oceania","1975",5390,64.3,577000
"32274","Finland","Europe","1975",19600,71.7,4720000
"32275","France","Europe","1975",20900,73.2,53000000
"32276","Gabon","Africa","1975",18300,55.1,650000
"32277","Gambia","Africa","1975",1780,56.9,521000
"32278","Georgia","Asia","1975",6600,66.8,4870000
"32279","Germany","Europe","1975",23500,71.5,78900000
"32280","Ghana","Africa","1975",2190,56.7,9830000
"32281","Greece","Europe","1975",15400,74.6,9010000
"32282","Grenada","Americas","1975",3630,69.3,92400
"32283","Guatemala","Americas","1975",5280,55.8,6430000
"32284","Guinea","Africa","1975",1070,46.2,4360000
"32285","Guinea-Bissau","Africa","1975",1860,45,778000
"32286","Guyana","Americas","1975",4060,61.9,746000
"32287","Haiti","Americas","1975",2260,48.3,5140000
"32288","Honduras","Americas","1975",3040,60.8,3150000
"32289","Hungary","Europe","1975",15100,69.4,10500000
"32290","Iceland","Europe","1975",19300,75.2,218000
"32291","India","Asia","1975",1200,51.5,621000000
"32292","Indonesia","Asia","1975",2650,56.5,131000000
"32293","Iran","Asia","1975",15500,64.5,32700000
"32294","Iraq","Asia","1975",10700,61.1,11700000
"32295","Ireland","Europe","1975",13500,71.7,3180000
"32296","Israel","Asia","1975",15400,71.5,3340000
"32297","Italy","Europe","1975",18700,72.8,55300000
"32298","Jamaica","Americas","1975",7700,70.9,2030000
"32299","Japan","Asia","1975",17000,74.3,112000000
"32300","Jordan","Asia","1975",4410,64.8,2060000
"32301","Kazakhstan","Asia","1975",13100,64.9,14100000
"32302","Kenya","Africa","1975",2000,59.8,13500000
"32303","Kiribati","Oceania","1975",7360,57.7,55200
"32304","Kuwait","Asia","1975",90700,70,1020000
"32305","Kyrgyz Republic","Asia","1975",3570,61.9,3290000
"32306","Lao","Asia","1975",1390,45.7,3050000
"32307","Latvia","Europe","1975",9380,69.1,2470000
"32308","Lebanon","Asia","1975",10400,59.6,2580000
"32309","Lesotho","Africa","1975",924,57,1150000
"32310","Liberia","Africa","1975",2110,49.8,1630000
"32311","Libya","Africa","1975",41700,69.1,2650000
"32312","Lithuania","Europe","1975",14100,71.1,3300000
"32313","Luxembourg","Europe","1975",32700,71.2,354000
"32314","Macedonia, FYR","Europe","1975",8080,68.9,1800000
"32315","Madagascar","Africa","1975",2310,53.1,7560000
"32316","Malawi","Africa","1975",833,46.4,5290000
"32317","Malaysia","Asia","1975",5340,66.9,12200000
"32318","Maldives","Asia","1975",1290,44.3,137000
"32319","Mali","Africa","1975",1000,41.6,6480000
"32320","Malta","Europe","1975",7050,70.7,323000
"32321","Marshall Islands","Oceania","1975",2420,62.7,25600
"32322","Mauritania","Africa","1975",2760,54.8,1330000
"32323","Mauritius","Africa","1975",4030,62.9,892000
"32324","Mexico","Americas","1975",10300,64.7,60900000
"32325","Micronesia, Fed. Sts.","Oceania","1975",2710,60.7,63100
"32326","Moldova","Europe","1975",5740,63.9,3840000
"32327","Mongolia","Asia","1975",1950,58,1480000
"32328","Montenegro","Europe","1975",13500,73.3,554000
"32329","Morocco","Africa","1975",2740,57.8,17800000
"32330","Mozambique","Africa","1975",488,49.5,10300000
"32331","Myanmar","Asia","1975",806,52.5,29700000
"32332","Namibia","Africa","1975",6020,59.1,905000
"32333","Nepal","Asia","1975",983,50.6,13300000
"32334","Netherlands","Europe","1975",22600,74.7,13700000
"32335","New Zealand","Oceania","1975",21600,72.2,3080000
"32336","Nicaragua","Americas","1975",6640,64.5,2800000
"32337","Niger","Africa","1975",1060,43.2,5180000
"32338","Nigeria","Africa","1975",4060,52.6,63400000
"32339","North Korea","Asia","1975",1840,69.8,16300000
"32340","Norway","Europe","1975",27300,74.8,4010000
"32341","Oman","Asia","1975",22200,56.3,882000
"32342","Pakistan","Asia","1975",1860,58.7,66800000
"32343","Palestine","Asia","1975",1500,67.1,1320000
"32344","Panama","Americas","1975",7250,71.5,1750000
"32345","Papua New Guinea","Oceania","1975",1870,55.1,2880000
"32346","Paraguay","Americas","1975",4140,70.6,2790000
"32347","Peru","Americas","1975",7590,62.2,15200000
"32348","Philippines","Asia","1975",3630,63.9,41300000
"32349","Poland","Europe","1975",11600,70.8,34000000
"32350","Portugal","Europe","1975",12100,69.7,9220000
"32351","Qatar","Asia","1975",156000,68.7,164000
"32352","Romania","Europe","1975",12600,70.1,21700000
"32353","Russia","Europe","1975",17400,67.8,134000000
"32354","Rwanda","Africa","1975",784,47.4,4360000
"32355","Samoa","Oceania","1975",3270,65.6,151000
"32356","Sao Tome and Principe","Africa","1975",2280,61.6,82600
"32357","Saudi Arabia","Asia","1975",78400,68.6,7430000
"32358","Senegal","Africa","1975",1980,49.3,4940000
"32359","Serbia","Europe","1975",13200,71.1,8500000
"32360","Seychelles","Africa","1975",8320,68,59600
"32361","Sierra Leone","Africa","1975",1530,47.3,2990000
"32362","Singapore","Asia","1975",14800,70.4,2260000
"32363","Slovak Republic","Europe","1975",12800,70.4,4750000
"32364","Slovenia","Europe","1975",16300,69.3,1740000
"32365","Solomon Islands","Oceania","1975",923,54.7,193000
"32366","Somalia","Africa","1975",1150,47.9,3880000
"32367","South Africa","Africa","1975",10700,58.8,26200000
"32368","South Korea","Asia","1975",3990,64.3,35400000
"32369","South Sudan","Africa","1975",2300,50.3,4120000
"32370","Spain","Europe","1975",16100,73.5,36000000
"32371","Sri Lanka","Asia","1975",2250,64.9,13800000
"32372","St. Lucia","Americas","1975",4150,67.1,110000
"32373","St. Vincent and the Grenadines","Americas","1975",2730,66.6,95600
"32374","Sudan","Africa","1975",2080,53.5,12100000
"32375","Suriname","Americas","1975",9590,65,363000
"32376","Swaziland","Africa","1975",5250,54.9,517000
"32377","Sweden","Europe","1975",25400,75.1,8200000
"32378","Switzerland","Europe","1975",38000,74.7,6360000
"32379","Syria","Asia","1975",4070,67.2,7540000
"32380","Tajikistan","Asia","1975",4890,58.5,3390000
"32381","Tanzania","Africa","1975",1500,54.2,16000000
"32382","Thailand","Asia","1975",2780,65,42300000
"32383","Timor-Leste","Asia","1975",774,43,665000
"32384","Togo","Africa","1975",1830,54,2410000
"32385","Tonga","Oceania","1975",1910,66,88300
"32386","Trinidad and Tobago","Americas","1975",11900,66.5,1010000
"32387","Tunisia","Africa","1975",4080,62.1,5650000
"32388","Turkey","Asia","1975",8830,60.2,39300000
"32389","Turkmenistan","Asia","1975",10500,58.7,2530000
"32390","Uganda","Africa","1975",998,51.3,10800000
"32391","Ukraine","Europe","1975",8710,69.1,48800000
"32392","United Arab Emirates","Asia","1975",163000,68.3,554000
"32393","United Kingdom","Europe","1975",18900,72.5,56200000
"32394","United States","Americas","1975",25900,72.4,219000000
"32395","Uruguay","Americas","1975",8280,68.8,2830000
"32396","Uzbekistan","Asia","1975",3570,65.2,13900000
"32397","Vanuatu","Oceania","1975",2100,58.8,99900
"32398","Venezuela","Americas","1975",17600,67.9,13400000
"32399","Vietnam","Asia","1975",1020,61.2,48700000
"32400","Yemen","Asia","1975",2620,48.6,6830000
"32401","Zambia","Africa","1975",3590,57.6,4960000
"32402","Zimbabwe","Africa","1975",2730,59.1,6120000
"32403","Afghanistan","Asia","1976",1240,46.5,12800000
"32404","Albania","Europe","1976",4340,70.8,2460000
"32405","Algeria","Africa","1976",8480,60,17200000
"32406","Andorra","Europe","1976",34000,77.7,31800
"32407","Angola","Africa","1976",5200,49.5,7900000
"32408","Antigua and Barbuda","Americas","1976",5670,68.6,72300
"32409","Argentina","Americas","1976",12600,67.8,26500000
"32410","Armenia","Asia","1976",3920,68.4,2890000
"32411","Australia","Oceania","1976",22400,73,14000000
"32412","Austria","Europe","1976",22500,71.6,7640000
"32413","Azerbaijan","Asia","1976",8260,64.9,5770000
"32414","Bahamas","Americas","1976",14800,67.1,193000
"32415","Bahrain","Asia","1976",41200,68.4,284000
"32416","Bangladesh","Asia","1976",1070,52.6,73000000
"32417","Barbados","Americas","1976",10800,71.2,247000
"32418","Belarus","Europe","1976",6600,71,9380000
"32419","Belgium","Europe","1976",23400,72.3,9790000
"32420","Belize","Americas","1976",3240,68.4,135000
"32421","Benin","Africa","1976",1230,50,3350000
"32422","Bhutan","Asia","1976",1010,51.6,361000
"32423","Bolivia","Americas","1976",4450,54,5120000
"32424","Bosnia and Herzegovina","Europe","1976",2920,68.4,4030000
"32425","Botswana","Africa","1976",3370,60,858000
"32426","Brazil","Americas","1976",9280,64.1,110000000
"32427","Brunei","Asia","1976",112000,69.3,168000
"32428","Bulgaria","Europe","1976",9960,71.3,8770000
"32429","Burkina Faso","Africa","1976",683,46.4,6270000
"32430","Burundi","Africa","1976",850,45.3,3740000
"32431","Cambodia","Asia","1976",1130,24.7,7400000
"32432","Cameroon","Africa","1976",2380,54,7670000
"32433","Canada","Americas","1976",24600,74,23500000
"32434","Cape Verde","Africa","1976",775,62.4,274000
"32435","Central African Republic","Africa","1976",1190,48.6,2060000
"32436","Chad","Africa","1976",1390,50.8,4170000
"32437","Chile","Americas","1976",6060,67.5,10600000
"32438","China","Asia","1976",896,62.8,937000000
"32439","Colombia","Americas","1976",5260,66.9,25300000
"32440","Comoros","Africa","1976",1530,53.2,266000
"32441","Congo, Dem. Rep.","Africa","1976",1850,51.8,23600000
"32442","Congo, Rep.","Africa","1976",3780,51.4,1640000
"32443","Costa Rica","Americas","1976",7240,72.4,2150000
"32444","Cote d'Ivoire","Africa","1976",4440,54.1,6920000
"32445","Croatia","Europe","1976",15600,69.5,4520000
"32446","Cuba","Americas","1976",11700,73.6,9540000
"32447","Cyprus","Asia","1976",10000,71.3,658000
"32448","Czech Republic","Europe","1976",17500,70.6,10100000
"32449","Denmark","Europe","1976",25700,74.2,5080000
"32450","Djibouti","Africa","1976",4600,61.1,249000
"32451","Dominica","Americas","1976",3740,70.9,72600
"32452","Dominican Republic","Americas","1976",4590,67.5,5280000
"32453","Ecuador","Americas","1976",7280,65.8,7180000
"32454","Egypt","Africa","1976",3500,55.5,40100000
"32455","El Salvador","Americas","1976",5570,62.5,4240000
"32456","Equatorial Guinea","Africa","1976",1270,46.6,252000
"32457","Eritrea","Africa","1976",999,47.4,2130000
"32458","Estonia","Europe","1976",12100,69.6,1430000
"32459","Ethiopia","Africa","1976",716,43.5,33100000
"32460","Fiji","Oceania","1976",5440,64.8,588000
"32461","Finland","Europe","1976",19400,72,4730000
"32462","France","Europe","1976",21700,73.5,53300000
"32463","Gabon","Africa","1976",21900,56,664000
"32464","Gambia","Africa","1976",1920,57.2,536000
"32465","Georgia","Asia","1976",6970,67.3,4900000
"32466","Germany","Europe","1976",24800,71.9,78800000
"32467","Ghana","Africa","1976",2070,56.9,10000000
"32468","Greece","Europe","1976",16200,74.8,9120000
"32469","Grenada","Americas","1976",4000,69.6,91400
"32470","Guatemala","Americas","1976",5550,49.9,6600000
"32471","Guinea","Africa","1976",1160,46.6,4380000
"32472","Guinea-Bissau","Africa","1976",1810,45.4,784000
"32473","Guyana","Americas","1976",4100,62.2,754000
"32474","Haiti","Americas","1976",2430,48.7,5240000
"32475","Honduras","Americas","1976",3240,60.8,3250000
"32476","Hungary","Europe","1976",15100,69.6,10600000
"32477","Iceland","Europe","1976",20200,75.7,220000
"32478","India","Asia","1976",1190,52.1,636000000
"32479","Indonesia","Asia","1976",2840,57,134000000
"32480","Iran","Asia","1976",17600,65.6,33700000
"32481","Iraq","Asia","1976",12200,63.1,12100000
"32482","Ireland","Europe","1976",13500,72,3240000
"32483","Israel","Asia","1976",15200,72.1,3430000
"32484","Italy","Europe","1976",19900,73.1,55600000
"32485","Jamaica","Americas","1976",7120,71.2,2060000
"32486","Japan","Asia","1976",17500,74.8,114000000
"32487","Jordan","Asia","1976",5280,65.1,2120000
"32488","Kazakhstan","Asia","1976",13500,65.1,14300000
"32489","Kenya","Africa","1976",2010,60.2,14000000
"32490","Kiribati","Oceania","1976",5290,58.1,56000
"32491","Kuwait","Asia","1976",91300,70.2,1090000
"32492","Kyrgyz Republic","Asia","1976",3560,62.3,3350000
"32493","Lao","Asia","1976",1430,46.2,3100000
"32494","Latvia","Europe","1976",9780,69.2,2480000
"32495","Lebanon","Asia","1976",4370,34.9,2600000
"32496","Lesotho","Africa","1976",1050,57.3,1180000
"32497","Liberia","Africa","1976",2150,50.3,1670000
"32498","Libya","Africa","1976",50000,69.7,2750000
"32499","Lithuania","Europe","1976",14600,71.2,3330000
"32500","Luxembourg","Europe","1976",33300,71.5,357000
"32501","Macedonia, FYR","Europe","1976",8260,69,1830000
"32502","Madagascar","Africa","1976",2180,53.4,7770000
"32503","Malawi","Africa","1976",844,46.9,5450000
"32504","Malaysia","Asia","1976",5880,67.4,12500000
"32505","Maldives","Asia","1976",1270,44.8,141000
"32506","Mali","Africa","1976",1110,42.2,6600000
"32507","Malta","Europe","1976",8100,70.8,324000
"32508","Marshall Islands","Oceania","1976",2340,63.1,26600
"32509","Mauritania","Africa","1976",2940,55.1,1370000
"32510","Mauritius","Africa","1976",4630,63.4,907000
"32511","Mexico","Americas","1976",10500,65,62600000
"32512","Micronesia, Fed. Sts.","Oceania","1976",2670,61,64400
"32513","Moldova","Europe","1976",5960,64.1,3880000
"32514","Mongolia","Asia","1976",1980,58.2,1520000
"32515","Montenegro","Europe","1976",13900,73.4,560000
"32516","Morocco","Africa","1976",2990,58.5,18200000
"32517","Mozambique","Africa","1976",449,49.7,10600000
"32518","Myanmar","Asia","1976",828,53.3,30400000
"32519","Namibia","Africa","1976",6130,59.2,928000
"32520","Nepal","Asia","1976",1000,50.9,13600000
"32521","Netherlands","Europe","1976",23600,74.8,13800000
"32522","New Zealand","Oceania","1976",21900,72.3,3110000
"32523","Nicaragua","Americas","1976",6760,65.2,2880000
"32524","Niger","Africa","1976",1050,43.1,5330000
"32525","Nigeria","Africa","1976",4300,53,65200000
"32526","North Korea","Asia","1976",1850,70.1,16600000
"32527","Norway","Europe","1976",28900,75,4030000
"32528","Oman","Asia","1976",23900,58.3,927000
"32529","Pakistan","Asia","1976",1910,59,68800000
"32530","Palestine","Asia","1976",1690,67.3,1360000
"32531","Panama","Americas","1976",7200,72.1,1790000
"32532","Papua New Guinea","Oceania","1976",1770,55.2,2960000
"32533","Paraguay","Americas","1976",4310,70.9,2860000
"32534","Peru","Americas","1976",7490,62.9,15600000
"32535","Philippines","Asia","1976",3840,63.7,42500000
"32536","Poland","Europe","1976",11800,70.8,34300000
"32537","Portugal","Europe","1976",12600,70.1,9350000
"32538","Qatar","Asia","1976",160000,69.4,174000
"32539","Romania","Europe","1976",13100,70.4,21900000
"32540","Russia","Europe","1976",18100,67.5,135000000
"32541","Rwanda","Africa","1976",746,47.6,4500000
"32542","Samoa","Oceania","1976",3550,66.1,152000
"32543","Sao Tome and Principe","Africa","1976",2260,62.1,84900
"32544","Saudi Arabia","Asia","1976",92600,69.3,7820000
"32545","Senegal","Africa","1976",2120,49.9,5060000
"32546","Serbia","Europe","1976",13500,71.3,8580000
"32547","Seychelles","Africa","1976",8980,68.4,61100
"32548","Sierra Leone","Africa","1976",1450,47.5,3060000
"32549","Singapore","Asia","1976",15600,70.7,2290000
"32550","Slovak Republic","Europe","1976",12900,70.5,4800000
"32551","Slovenia","Europe","1976",16600,69.6,1760000
"32552","Solomon Islands","Oceania","1976",1010,57,201000
"32553","Somalia","Africa","1976",1030,48.2,4290000
"32554","South Africa","Africa","1976",10700,59,26900000
"32555","South Korea","Asia","1976",4470,64.9,35900000
"32556","South Sudan","Africa","1976",2650,50.4,4220000
"32557","Spain","Europe","1976",16600,73.8,36400000
"32558","Sri Lanka","Asia","1976",2280,65.5,14000000
"32559","St. Lucia","Americas","1976",4880,67.5,111000
"32560","St. Vincent and the Grenadines","Americas","1976",2980,67.1,96600
"32561","Sudan","Africa","1976",2390,53.9,12600000
"32562","Suriname","Americas","1976",10600,65.1,361000
"32563","Swaziland","Africa","1976",5290,55.6,533000
"32564","Sweden","Europe","1976",25400,75.2,8220000
"32565","Switzerland","Europe","1976",37900,75,6360000
"32566","Syria","Asia","1976",4370,67.6,7790000
"32567","Tajikistan","Asia","1976",4940,58.9,3490000
"32568","Tanzania","Africa","1976",1570,54.6,16500000
"32569","Thailand","Asia","1976",2970,65.5,43400000
"32570","Timor-Leste","Asia","1976",792,44.8,655000
"32571","Togo","Africa","1976",1770,54.3,2460000
"32572","Tonga","Oceania","1976",1920,66.1,89300
"32573","Trinidad and Tobago","Americas","1976",12900,66.8,1030000
"32574","Tunisia","Africa","1976",4290,63,5780000
"32575","Turkey","Asia","1976",9650,60.9,40200000
"32576","Turkmenistan","Asia","1976",10700,59.2,2590000
"32577","Uganda","Africa","1976",982,51.5,11100000
"32578","Ukraine","Europe","1976",9070,69.2,49000000
"32579","United Arab Emirates","Asia","1976",161000,68.9,647000
"32580","United Kingdom","Europe","1976",19400,72.7,56200000
"32581","United States","Americas","1976",27000,72.8,221000000
"32582","Uruguay","Americas","1976",8570,69,2840000
"32583","Uzbekistan","Asia","1976",3640,65.5,14300000
"32584","Vanuatu","Oceania","1976",2080,59.2,103000
"32585","Venezuela","Americas","1976",18900,68.3,13700000
"32586","Vietnam","Asia","1976",1170,63,49800000
"32587","Yemen","Asia","1976",2940,49.7,7030000
"32588","Zambia","Africa","1976",3550,57.9,5140000
"32589","Zimbabwe","Africa","1976",2620,58.8,6310000
"32590","Afghanistan","Asia","1977",1130,46.6,13100000
"32591","Albania","Europe","1977",4340,71.3,2520000
"32592","Algeria","Africa","1977",8980,60.6,17700000
"32593","Andorra","Europe","1977",34000,78,32800
"32594","Angola","Africa","1977",5110,49.6,8130000
"32595","Antigua and Barbuda","Americas","1977",6140,69,72900
"32596","Argentina","Americas","1977",13300,68.2,26900000
"32597","Armenia","Asia","1977",3940,68.8,2940000
"32598","Australia","Oceania","1977",22400,73.5,14200000
